strategy,TMR_sum,FD_sum,GHG_sum
506,-155273172.00913188,9873795.919036696,2120605042.6005278
507,-162559475.23295692,9845484.665799413,2114714350.54643
508,-169789659.41263634,9817395.5428508,2108869727.2066882
509,-176964477.5950972,9789526.000974078,2103069809.3067362
510,-184082900.0185442,9761870.185912644,2097316403.6765153
511,-191147220.81400612,9734429.479192147,2091606737.136384
512,-198157943.58868244,9707202.947952209,2085941214.4093819
513,-205114982.58356476,9680185.91776308,2080318935.0596862
514,-212018980.10991243,9653373.193072319,2074740274.114481
515,-218869961.43586868,9626762.84834973,2069204790.2035937
516,-225670170.16751614,9600356.99506415,2063710809.0192122
517,-232418457.11658722,9574151.983187368,2058259093.5782654
518,-239116863.55681452,9548144.724798352,2052847922.3559191
519,-245764519.18797228,9522331.560403459,2047478062.5980182
520,-252363367.42474967,9496714.261989392,2042147928.9555233
521,-258913244.23491448,9471289.461323356,2036857899.399031
522,-265414502.92019832,9446051.718124738,2031607532.8437207
523,-271867622.97348225,9420999.492891015,2026396372.118631
524,-278273627.6735935,9396135.374170383,2021223354.2153068
525,-284633165.4280562,9371455.273827018,2016088646.8903043
526,-290945372.08869827,9346953.281156028,2010991962.5936759
527,-297211792.4126688,9322631.021484336,2005933028.5350695
528,-303434035.5865788,9298487.390417978,2000909799.539023
529,-309610316.57982194,9274518.047918638,1995924176.5295813
530,-315742832.58461946,9250723.294402784,1990973858.112348
531,-321831666.70929235,9227099.701427657,1986059431.9418283
532,-327876036.621992,9203644.811858721,1981180975.319602
533,-333877772.85257775,9180357.398274828,1976337240.3062491
534,-339837880.8136948,9157239.342087226,1971527496.3141122
535,-345755083.8242045,9134282.37523544,1966752774.9543314
536,-351630871.61945856,9111489.706224525,1962011727.0873756
537,-357465410.0962302,9088854.844120968,1957303953.9274597
538,-363259942.4712657,9066381.575533476,1952629038.1393683
539,-369013298.7437018,9044065.037726466,1947987498.962548
540,-374727657.27908254,9021905.442375803,1943377444.224912
541,-380402172.5417962,8999898.081390621,1938800308.4803953
542,-386037241.207099,8978042.82462232,1934254943.6299188
543,-391634307.2872129,8956339.277354637,1929740608.0662856
544,-397192827.18837523,8934783.271390013,1925257517.1862543
545,-402713917.6348036,8913376.241151944,1920804881.1922278
546,-408196943.0332038,8892113.486159593,1916383129.6218674
547,-413644043.7407007,8870997.12218604,1911990809.5126433
548,-419053755.9441232,8850022.234325765,1907628664.9557996
549,-424427097.1017399,8829187.90695992,1903295657.1180701
550,-429765306.6231885,8808496.30249324,1898991943.494009
551,-435068283.4832253,8787941.52493587,1894716611.4833028
552,-440335263.3203659,8767521.808717718,1890470762.2428355
553,-445568275.4856413,8747241.01523049,1886252218.6067953
554,-450766602.4369616,8727093.633064445,1882061793.3330274
555,-455930757.79540956,8707076.008012375,1877899481.6574953
556,-461060959.50245744,8687191.732326886,1873764531.9757116
557,-466158088.7623129,8667436.987898886,1869656117.6291122
558,-471222770.8697252,8647809.960969128,1865574747.6147835
559,-476253917.1651669,8628311.00852445,1861520034.8458757
560,-481253845.17618513,8608939.60003585,1857490933.185046
561,-486221754.8169056,8589691.957493221,1853487687.8441136
562,-491157399.46776503,8570566.723027162,1849510808.1803446
563,-496061365.46021914,8551562.705430796,1845559487.683349
564,-500934988.5314021,8532681.328089945,1841632951.2531033
565,-505777705.5135102,8513917.14478228,1837731436.8691814
566,-510590481.4995363,8495272.965526663,1833854277.9335225
567,-515372367.81469214,8476746.012675665,1830001795.6071792
568,-520125485.0486299,8458334.318865472,1826173284.8331974
569,-524848425.0734964,8440036.706010893,1822368634.400823
570,-529542775.99273056,8421855.496101549,1818587703.7197683
571,-534207456.43526816,8403784.27524556,1814830677.8779633
572,-538844392.1918327,8385825.454904424,1811095997.0956075
573,-543453146.8877809,8367976.594476421,1807384293.8599982
574,-548033296.7486987,8350235.899944457,1803695907.2783682
575,-552585793.1758814,8332604.435298449,1800029778.3839264
576,-557111130.8349619,8315077.760225782,1796385606.8578289
577,482946926.503293,10736145.161486344,2223632060.7957544
578,471106949.4812188,10726339.440862596,2223301772.9048533
579,459266972.4591447,10716533.720238838,2222971485.0139527
580,447426995.4370706,10706727.999615088,2222641197.123052
581,435587018.4149964,10696922.278991336,2222310909.232152
582,423747041.39292216,10687116.558367578,2221980621.341251
583,411907064.3708481,10677310.83774383,2221650333.4503503
584,400067087.34877396,10667505.117120076,2221320045.559449
585,388227110.3267,10657699.396496322,2220989757.668549
586,376387133.30462563,10647893.67587257,2220659469.777648
587,364547156.2825516,10638087.955248818,2220329181.8867474
588,352707179.2604775,10628282.234625062,2219998893.9958467
589,340867202.23840344,10618476.514001312,2219668606.1049466
590,329027225.21632916,10608670.793377556,2219338318.2140455
591,317187248.1942551,10598865.072753804,2219008030.3231444
592,305347271.1721809,10589059.352130052,2218677742.4322433
593,293507294.1501068,10579253.6315063,2218347454.5413427
594,281667317.12803274,10569447.910882547,2218017166.6504426
595,269827340.1059586,10559642.190258794,2217686878.7595415
596,257987363.08388445,10549836.469635041,2217356590.868641
597,246147386.06181023,10540030.749011287,2217026302.9777403
598,234307409.03973612,10530225.028387534,2216696015.0868397
599,222467432.01766205,10520419.307763785,2216365727.1959395
600,210627454.99558794,10510613.587140026,2216035439.3050385
601,198787477.97351384,10500807.866516277,2215705151.4141374
602,186947500.95143962,10491002.145892525,2215374863.5232368
603,175107523.9293654,10481196.425268771,2215044575.632336
604,163267546.90729135,10471390.70464502,2214714287.741436
605,151427569.88521722,10461584.984021265,2214383999.8505354
606,139587592.86314315,10451779.26339751,2214053711.9596343
607,127747615.84106895,10441973.542773757,2213723424.0687327
608,115907638.8189948,10432167.82215001,2213393136.177832
609,104067661.79692063,10422362.101526253,2213062848.286932
610,92227684.77484646,10412556.380902505,2212732560.3960314
611,80387707.75277236,10402750.660278747,2212402272.50513
612,68547730.73069829,10392944.939654998,2212071984.6142297
613,56707753.70862408,10383139.219031237,2211741696.7233286
614,44867776.68655005,10373333.498407489,2211411408.832428
615,33027799.664475843,10363527.777783735,2211081120.941528
616,21187822.642401725,10353722.057159984,2210750833.0506268
617,9347845.62032757,10343916.33653623,2210420545.1597257
618,-2492131.401746519,10334110.615912482,2210090257.268826
619,-14332108.423820632,10324304.895288726,2209759969.3779244
620,-26172085.445894863,10314499.17466497,2209429681.487024
621,-38012062.46796893,10304693.454041226,2209099393.5961237
622,-49852039.4900432,10294887.733417466,2208769105.7052226
623,-61692016.51211721,10285082.012793712,2208438817.814322
624,-73531993.5341913,10275276.292169962,2208108529.923421
625,-85371970.55626547,10265470.571546208,2207778242.0325203
626,-97211947.57833958,10255664.850922456,2207447954.141619
627,-109051924.60041374,10245859.130298704,2207117666.250719
628,-120891901.62248793,10236053.409674952,2206787378.359818
629,-132731878.64456208,10226247.689051196,2206457090.468918
630,-144571855.66663623,10216441.968427444,2206126802.5780177
631,-156411832.6887103,10206636.24780369,2205796514.687116
632,-168251809.71078444,10196830.527179938,2205466226.7962155
633,-180091786.73285863,10187024.806556184,2205135938.905315
634,-191931763.75493258,10177219.085932437,2204805651.014414
635,-203771740.77700678,10167413.36530868,2204475363.123513
636,-215611717.79908088,10157607.644684931,2204145075.232612
637,-227451694.82115504,10147801.924061174,2203814787.3417115
638,-239291671.8432293,10137996.203437423,2203484499.4508114
639,-251131648.86530325,10128190.482813671,2203154211.5599103
640,-262971625.8873775,10118384.762189917,2202823923.6690097
641,-274811602.90945166,10108579.041566163,2202493635.7781096
642,-286651579.9315258,10098773.320942411,2202163347.8872075
643,-298491556.9536,10088967.60031866,2201833059.9963074
644,-310331533.97567403,10079161.879694903,2201502772.1054068
645,-322171510.99774814,10069356.159071153,2201172484.2145066
646,-334011488.01982224,10059550.438447399,2200842196.323606
647,-345851465.04189634,10049744.717823645,2200511908.4327044
648,-357691442.06397057,10039938.997199893,2200181620.5418043
649,-369531419.08604467,10030133.276576139,2199851332.6509027
650,-381371396.1081188,10020327.555952387,2199521044.7600026
651,-393211373.130193,10010521.835328635,2199190756.8691025
652,-405051350.15226686,10000716.114704883,2198860468.9782014
653,-416891327.1743412,9990910.394081129,2198530181.0873003
654,-428731304.1964153,9981104.673457377,2198199893.1964
655,-440571281.2184895,9971298.95283362,2197869605.3055
656,-452411258.24056363,9961493.232209869,2197539317.4145985
657,-464251235.2626378,9951687.511586115,2197209029.5236983
658,-476091212.28471196,9941881.790962363,2196878741.632797
659,-487931189.30678594,9932076.070338612,2196548453.741896
660,-499771166.3288601,9922270.349714857,2196218165.8509955
661,-511611143.3509342,9912464.629091106,2195887877.9600945
662,-523451120.3730084,9902658.908467354,2195557590.069194
663,-535291097.3950825,9892853.187843598,2195227302.1782928
664,-547131074.4171567,9883047.467219846,2194897014.287392
665,-558971051.4392307,9873241.746596098,2194566726.396492
666,-570811028.4613051,9863436.025972346,2194236438.5055914
667,-582651005.4833791,9853630.305348592,2193906150.6146903
668,-594490982.5054532,9843824.584724836,2193575862.7237897
669,-606330959.5275273,9834018.864101084,2193245574.8328896
670,-618170936.5496013,9824213.14347733,2192915286.9419885
671,-630010913.5716757,9814407.422853574,2192584999.0510883
672,-641850890.5937496,9804601.702229824,2192254711.160187
673,-653690867.615824,9794795.981606072,2191924423.2692857
674,-665530844.6378981,9784990.260982318,2191594135.3783855
675,-677370821.6599722,9775184.540358564,2191263847.487486
676,-689210798.6820464,9765378.819734817,2190933559.5965834
677,-701050775.7041203,9755573.09911106,2190603271.7056837
